username,comment_score,comment_grade,comment_content,comment_time,user_ip
篮球小熊,2,一般,茶卡盐湖不是天气不好别去，天气好也不值得去，网红点，靠P图而活,2024-07-30,青海
M50****3231,1,不佳,刮大风下大雨把我们一伙人凉半天，给团队先坐火车同样价钱凭什么,2024-07-30,青海
M50****3231,1,不佳,坑人，纯人造景点，景区员工态度十分差,2024-07-30,青海
M36****468,1,不佳,本人用良心发言：茶卡盐湖管理不周到，茶卡镇宰外地牛马。1.住宿贵，你们镇酒店250-800价位。2.吃饭贵，镇上小炒价格虾88，爆炒鸡98。3.生活用品贵，超市买个抽纸和泡面比市面上贵1元。4.茶卡景区出口的店，你们拉面25-38一份，出了景区还要走小吃一条街，劫外地牛马。㊗️茶卡盐湖不能升5A,2024-07-30,甘肃
饰通保,1,不佳,差劲👎差劲👎差劲👎,2024-07-30,青海
匿名用户,2,一般,走路拍照打个来回也就2小时，小火车和电瓶车使用规则没有说明，乘坐过程中也没有提示，要自己想办法去了解，询问景区服务台的工作人员态度恶劣，不会明确答复任何你想问的问题，还是要去找志愿者和保安，设施和风景名不符实，水很脏，就盐雕还行,2024-07-29,青海
M39****5351,1,不佳,太差，不值得，最后别来,2024-07-29,青海
张先生77777,1,不佳,非常不好，一大堆人堆在一起搔首弄姿拍照的，不是旅游的地方,2024-07-28,青海
张先生77777,1,不佳,就是个一大堆人拍照打卡的地方，不适合旅游，服务也差。如果是来旅游的朋友就别来了,2024-07-28,青海
匿名用户,1,不佳,不值得去，体验感非常差，来回做小火车就要一小时，价格还是按单程算，景点大门口距离各景点太远，晚上六七点进入根本看不了什么，就只能来回火车上观景！进去直接带到最后一站，人巨多，时间都花在排队上了 ，买完鞋套天也黑了！其他几站也去不了！巨坑的打卡点！而且全是水，和普通湖水有啥区别，慎入！,2024-07-28,上海
M20****909,1,不佳,一直没想通：明明知道是个千万人怒批的景点，为何还要去。现在明白了，一是因为虚荣心，二是我还不是真正的热爱旅行。如有下次，不会再这样了，会带着家人去好地方好好旅行,2024-07-26,青海
M34****6850,1,不佳,伤心之地，小火车开的那叫一个慢，真不如自己走进去，商业化太浓重，景色和自己的期待天壤之别,2024-07-26,青海
匿名用户,1,不佳,真的很无语，水很深根本拍不到天空之镜，小火车慢的要死，排队很长时间，时间都浪费在排队坐小火车上，里面也拍不到倒影，慎重选择,2024-07-25,青海
M20****909,1,不佳,宣传太假了，都是混浊的泥水，专门挑了晴天来，不忍直视。你如果想拍出天空之镜，需要1、完美的天气；2、专业的摄影师；3、专业的P图师；如果缺一，就不用来了,2024-07-25,青海
M43****775,1,不佳,**平台、各种推辞、不知道跟景区怎么关联的系统。现场购票的扫码详情页面完全没有显示使用时间，没赶上各种项目我还再三确认是否注明了使用时间，完全没有，只显示了包含内容。去了景区现场回程做不到船，狗屁套票包含一大堆项目，啥都没坐上，回程只能大晚上走出景区2小时，把人都冻感冒了，后续携程app订单页面不知道是不是调整了页面能看到了，和原来购买的时候页面完全不同，我只要要求推个差价而已，就知道各种客服电话来跟你一堆狡辩，还什么大平台大售后，说什么供应商不给退，只会转差价的奸商平台，体验感**，大家以后慎用！！！！真的**,2024-07-25,重庆
匿名用户,2,一般,茶卡的景色是最让我意外了,2024-07-24,四川
毛毛,1,不佳,心心念念不远千里来到这里，还特意为自己置办了打卡各种红包配合拍照，到这里的当天遇到恶劣天气景区关闭，现找酒店延期了两天行程，今天阳光明媚满心欢喜的踏进盐湖景区，跨进大门后心都凉了，首先说说套票包含门票，电瓶车，小火车，进了门走不了几百米就是火车电瓶车完全没必要买，关键是还要预约，有这时间都走到小火车站了，其次，火车一路到了终点站根本就不是广告，*音，小*书等等各种渠道宣传的那样，水浑浊不堪，天空污的不行，很明显图片是P的，这样的景区倒找钱我都不会来，赤裸裸的欺骗！希望大家看到我的阐述不要再被网络的各种欺骗所上当，这个景区真心不值这个价格！,2024-07-24,青海
匿名用户,1,不佳,天气不好不要去，去了也白去,2024-07-22,江苏
匿名用户,1,不佳,天气不好不要去，去了也白去,2024-07-22,江苏
匿名用户,1,不佳,天气不好，还是不要去了。浪费钱。下雨天冻死了。管理很差，有游客问火车什么时候来，大家淋雨又很冷，工作人员说不知道。内部人员都不沟通，如何应对游客。,2024-07-22,江苏
M61****446,2,一般,去过最坑人的景区，服务水平特别差，小火车单趟50，返程50，太黑了。景区虚假宣传，7月的茶卡，没有一点天空之镜的感觉，只有烦躁，热，晒，坑人。,2024-07-22,山东
匿名用户,1,不佳,盐湖水太深 不适合小孩玩耍，没有儿童水鞋，差人性化，主要陪伴孩子出门看世界，景区居然没有适合儿童的下水装备，下水鞋不匹配 导致小孩在水里摔跤受伤，带娃的特别注意提醒小孩,2024-07-22,青海
M31****1193,1,不佳,景区没有什么好看的，很普通,2024-07-21,青海
M22****3413,1,不佳,这个景点真坑人！不推荐！不推荐！不推荐！景点共4处，其中三处都是类同，不过是把拍照的人造模型换了一下，另一处就是盐雕，白花花的晃眼，拍出来的照片人都是黑的。特别是可以下水拍照的盐池，就是一个个浑水滩（看天气预报说是晴天才去的）而且还有巨大的安全隐患：大家下台阶下水的时候一定一定要小心注意，我是先在一处下水转了转，感觉水不深；当我到另一处下水时，左脚突然就踩空了，人的左半截一下就栽在水里，我妻子急的马上去拉我也摔了一跤。而旁边的几个穿制服的保安却无动于衷！好不容易上来我才发现，台阶下有个很深的暗坑，景区在水里铺设的那几个塑料格子离台阶还有十多厘米！问保安竟说是我自己不小心摔的！当时气的忘了拍照留下证据，只想尽快离开这个鬼地方！告诫去游玩的朋友，下水前一定要先仔细看看，颜色深的地方是很深的！他们管这叫“暗悬崖”,2024-07-20,青海
M44****549,2,一般,茶卡盐湖可以说是青甘大环线最坑的景点了，东台吉乃尔湖免费，比这里美上百倍,2024-07-20,青海
M44****549,2,一般,茶卡盐湖可以说是青甘大环线最坑的景点了，东台吉乃尔湖免费，比这里美上百倍,2024-07-20,青海
M44****549,2,一般,茶卡盐湖可以说是青甘大环线最坑的景点了，东台吉乃尔湖免费，比这里美上百倍,2024-07-20,青海
匿名用户,1,不佳,不值一提了,2024-07-20,广东
139****8585,1,不佳,门票不值60，火车票不值108，停车单独收费,2024-07-19,青海
139****8585,1,不佳,门票不值60，小火车不值108，速度慢不说，班次少，很多上不了车的,2024-07-19,青海
M50****4453,2,一般,景区很乱，买了套票，觉得亏了,2024-07-07,青海
匿名用户,1,不佳,没意思，拍照基本没效果,2024-07-07,上海
匿名用户,1,不佳,如果不会拍照就不要去了，基本拍不出什么倒影。,2024-07-07,上海
我是188466,2,一般,很一般体验感不行，下了雨和天气不好，不管你技术怎样，都拍不出大片，大家出行注意，里面大没有察尔汗湖和翡翠湖出片，当然一定要天气好才行！！！,2024-07-06,青海
137****4845,2,一般,我说不不来，那么多网上推荐非要来，给自己下个许诺阴天就不来可偏偏又晴天，小火车浓浓的汽油味让你根本提不起一点兴趣偏偏又坐那么长时间，有点分数是给盐雕的，,2024-07-06,青海
M18****895,2,一般,100块的小火车，明明可以抢，为啥还让大家坐一程,2024-07-05,四川
320****650,2,一般,人造景观，价位贵，到了之后感觉没原来预计的好,2024-07-05,北京
蔚蓝天机,2,一般,可能阴天天气原因吧，算得上大失所望。据说前段时间雨水较多，导致水位过高，不建议下水。水的颜色因为阴天呈灰色，拍照出来也不好看。,2024-07-05,福建
匿名用户,1,不佳,下了雨千万别去，什么也拍不出来，里面人多保障不行，建议直接去察尔汗盐湖和翡翠湖，更出片呀！,2024-07-05,甘肃
M53****581,1,不佳,什么天空之境，完全看不出来，水也是黄黄的，整个旅行中最不值得一去的景点,2024-07-04,四川
M50****4453,2,一般,景区很乱，买了套票，觉得亏了,2024-07-07,青海
匿名用户,1,不佳,没意思，拍照基本没效果,2024-07-07,上海
匿名用户,1,不佳,如果不会拍照就不要去了，基本拍不出什么倒影。,2024-07-07,上海
我是188466,2,一般,很一般体验感不行，下了雨和天气不好，不管你技术怎样，都拍不出大片，大家出行注意，里面大没有察尔汗湖和翡翠湖出片，当然一定要天气好才行！！！,2024-07-06,青海
137****4845,2,一般,我说不不来，那么多网上推荐非要来，给自己下个许诺阴天就不来可偏偏又晴天，小火车浓浓的汽油味让你根本提不起一点兴趣偏偏又坐那么长时间，有点分数是给盐雕的，,2024-07-06,青海
M18****895,2,一般,100块的小火车，明明可以抢，为啥还让大家坐一程,2024-07-05,四川
320****650,2,一般,人造景观，价位贵，到了之后感觉没原来预计的好,2024-07-05,北京
蔚蓝天机,2,一般,可能阴天天气原因吧，算得上大失所望。据说前段时间雨水较多，导致水位过高，不建议下水。水的颜色因为阴天呈灰色，拍照出来也不好看。,2024-07-05,福建
匿名用户,1,不佳,下了雨千万别去，什么也拍不出来，里面人多保障不行，建议直接去察尔汗盐湖和翡翠湖，更出片呀！,2024-07-05,甘肃
M53****581,1,不佳,什么天空之境，完全看不出来，水也是黄黄的，整个旅行中最不值得一去的景点,2024-07-04,四川
M43****9374,2,一般,10年前来过一次，景区现在跟原来相比，改的商业化太严重了，服务还跟不上，景区出口跟停车场的距离远的让人无语，停车场出口还就一个门，高峰时候堵。。。。纯属浪费游玩时间，,2024-07-04,青海
雪雪de拔拔,1,不佳,服务质量严重跟不上景点的典型代表，景区内全是套路，为榨干游客的钱财简直是无所不用其极。开个发票到处推诿，门口换盐处更是直接收走纸质门票，赤裸裸的逃税漏税。奉劝一句，吃相不要太难看，给自己的后辈积点德，别败光了祖宗的积蓄！,2024-07-04,青海
M29****7925,1,不佳,一点不好玩，也不好看，别来了,2024-07-04,陕西
欢妮子,1,不佳,遇到下雨，白去了,2024-07-03,青海
水中翅膀,1,不佳,不推荐，翡翠湖和青海湖都比茶卡漂亮多了，性价比茶卡是最低的，特别是小火车！没必要坐,2024-07-03,青海
水中翅膀,1,不佳,天气不好的时候，根本不要来，3个人买了门票加了小火车一起500多，玩不到10分钟就出来，遇到刮风下雨太坑了，感觉这钱花得太冤了！！下了雨的盐湖，穿鞋套根本下不去盐湖！总之整个景区的服务和景色让人极度不舒服,2024-07-03,青海
水中翅膀,1,不佳,坑，首先小火车的性价比真的不高，其次我们进入盐湖景区之后，刮风下雨了，冷得要命，连个挡风遮雨的地方都没有，搭乘返程小火车的时候，景区居然还是安排着敞篷式的小火车，风吹着不说，椅子全是水，这是要冻死人的节奏吗？？太不人性化了！！,2024-07-03,青海
M45****263,1,不佳,差评 根本不值这个票价  组鞋套排队半小时，明知道人多 还不多开放窗口。体验很差。,2024-07-02,青海
匿名用户,1,不佳,咱就是说，这个益客集市里面有一家里脊肉饼我就问了一下价格，然后觉得不合理没要，他自己加热完不要之后对我进行辱骂，景区设施就这样啊，外包商家也不至于我没要就骂人吧，这应该算是景区业务范畴ba，景区好不好看不多评价，天气好还行，反正服务是不咋地,2024-07-02,青海
M15****140,2,一般,套票玩数字游戏欺骗消费者，其中套票里的送的电瓶车和小火车是重复线路，也没见到工作人员对消费者怎么使用电瓶车在哪里做没有引导，游玩结束后，打景区电话咨询说是电瓶车5元后改口说是送的项目，那为什么套票里没有标注电瓶车是送的项目，店大欺客。,2024-07-02,青海
205****103,1,不佳,套票包括小火车和电瓶车。小火车是有的，返回时盐雕那站原本坐电瓶车回，看到有个站但没车，只能走出来。跟携程反应，可能我们网友对它支持太多，现在牛的很，明明没有的项目乱收费还不承认。当时较累没想到要拍个没车的照片,2024-06-30,甘肃
匿名用户,1,不佳,套票包括小火车和电瓶车。小火车是有的，返回时盐雕那站原本坐电瓶车回，看到有个站但没车，只能走出来。跟携程反应，可能我们网友对它支持太多，现在牛的很，明明没有的项目乱收费还不承认。当时较累没想到要拍个没车的照片,2024-06-30,甘肃
匿名用户,2,一般,现场湖面不如网络照片，下湖也不太方便（可能是昨昨天下了大雨）,2024-06-29,青海
匿名用户,1,不佳,门票价格贵，不值，去看茫崖的，真美性价比超高！,2024-06-29,青海
dj****09,1,不佳,管理太差，迟早发生踩踏事故。景点都是人造.,2024-06-25,青海
M31****9102,1,不佳,走遍全国，这是最坑的一个景点，一文不值！就是一个浑浊黄汤的盐池。网上那些照片都是渲染图！一点瓦蓝也没有，更别提什么天空之镜！服务还特别差，说话都很粗鲁！这就是一个大坑，一文不值的景色，**的服务！实图就是下面这样！,2024-06-19,青海
M46****680,2,一般,感觉就是自己送上门被宰！开车来的非让做他们的大巴到景点！小火车50一个人就是一大坑，都是坑🕳️,2024-06-16,陕西
告别白夜,1,不佳,携程服务态度极差，客服主管态度恶劣，遇到问题不解决，不处理，甚至还主动制造新的问题和麻烦，携程上大部分的酒店，极其的，脏乱差，安全设施不完善，卫生间有黄尿渍，最关键的是，安全锁，身为一个大平台，你连安全锁都不检验的吗，只要，给你们佣金就能入驻到你们平台9呗，只想着自己收钱，什么事都不办，强烈不推荐在携程入住酒店，没有任何保障，服务态度极差，还有就是价格问题，携程对比其他平台价格是最高的服务，却是最差的,2024-06-16,福建
M27****7102,1,不佳,太不值了雕塑也不是盐磊的,2024-06-13,西藏
_WeCh****703195,1,不佳,一点意思没有，哪来的出湖电瓶车，小火车就能出去了。还多花8块的票钱,2024-06-13,青海
middlesky,2,一般,看过东台吉，茶卡就是**，真的。免门票比不免还贵，看一眼就可以走了,2024-05-04,北京
松果0719,1,不佳,非常差的体验，从哪里坐小火车，做到哪里，从哪里坐船坐到哪里，所有产品没有任何路线图没有任何说明，纯靠自己入园后到处问。最可笑领五袋盐真的是能费劲死，在景区里说出口领，到出口了说出去也能领，出去了，茶卡盐和茶卡购以及门口的游客服务中心推诿扯皮我来回走了几趟最终也没领上一粒盐，服务可谓**至极，**守着这么好的景色，却因为落后的服务意识永远被人诟病,2024-05-04,青海
匿名用户,2,一般,雨天的茶卡并不值得，火车体验也很一般。,2024-05-04,甘肃
M31****724,1,不佳,服务太差劲了，等个小火车等了40分钟，这还是淡季,2024-05-03,青海
M50****0022,1,不佳,景区净赚60元,2024-05-02,青海
M50****4404,1,不佳,**中大**,2024-05-01,青海
M56****720,1,不佳,谁去谁无语,2024-02-13,湖南
多喜欢多,1,不佳,被圈钱的圣地,2024-02-10,海南
M35****6064,1,不佳,天公作美，蓝天白云，美好的心情乘兴而来。游客寥寥无几，见缝插针式的高度商业可发，已经没有美丽可言。,2023-10-20,青海
110****128,1,不佳,指示不够清晰，以至于定错票！,2023-10-16,广东
middlesky,2,一般,看过东台吉，茶卡就是**，真的。免门票比不免还贵，看一眼就可以走了,2024-05-04,北京
松果0719,1,不佳,非常差的体验，从哪里坐小火车，做到哪里，从哪里坐船坐到哪里，所有产品没有任何路线图没有任何说明，纯靠自己入园后到处问。最可笑领五袋盐真的是能费劲死，在景区里说出口领，到出口了说出去也能领，出去了，茶卡盐和茶卡购以及门口的游客服务中心推诿扯皮我来回走了几趟最终也没领上一粒盐，服务可谓**至极，**守着这么好的景色，却因为落后的服务意识永远被人诟病,2024-05-04,青海
匿名用户,2,一般,雨天的茶卡并不值得，火车体验也很一般。,2024-05-04,甘肃
M31****724,1,不佳,服务太差劲了，等个小火车等了40分钟，这还是淡季,2024-05-03,青海
M50****0022,1,不佳,景区净赚60元,2024-05-02,青海
M50****4404,1,不佳,**中大**,2024-05-01,青海
M56****720,1,不佳,谁去谁无语,2024-02-13,湖南
多喜欢多,1,不佳,被圈钱的圣地,2024-02-10,海南
M35****6064,1,不佳,天公作美，蓝天白云，美好的心情乘兴而来。游客寥寥无几，见缝插针式的高度商业可发，已经没有美丽可言。,2023-10-20,青海
110****128,1,不佳,指示不够清晰，以至于定错票！,2023-10-16,广东
匿名用户,1,不佳,主动评价很少，今天来写一下1、进景区发现性价比完全没有，根本没有游玩性，只是拍拍照；2、买的最贵的套票，包含小火车、游船、电瓶车等等，从进景区停车后就一头雾水，没有指引牌，从哪里进景区都要靠自己一点一点找，先进去个类似集散中心的地方发现根本就不是进景区的路，后来跟着其他旅游团走才找到路，进去以后更是，不知道哪里换鞋套，不知道哪里坐游船，都要一个一个问。3、租鞋套交押金位置更是，无人管理，一顿混乱，很多人乱插队，工作人员只知道收钱，收押金，对插队行为一点不管,2023-09-17,青海
M48****7679,2,一般,去错季节了，做好攻略再来要不啥也没有，八月再去一次看看,2023-09-08,黑龙江
匿名用户,2,一般,商业化，两步一小卡五步一大卡,2023-09-04,江苏
183****7333,1,不佳,垃圾景区，服务差得出奇。真不推荐青海旅游,2023-08-25,四川
320****951,1,不佳,差评，秩序混乱，态度恶劣,2023-08-24,新疆
M19****879,1,不佳,西北游最贵，最不满意的一个地,2023-08-21,甘肃
M33****250,1,不佳,过度宣传了，实际场景很一般，离开蓝天白云什么也不是！,2023-08-21,北京
M27****5834,1,不佳,景色很一般，管理混乱，工作人员态度差。导览路线不清楚，商业化严重。租鞋套人很多，大排队，鞋套颜色也很难看，跟啥衣服都不搭配的样子。买了最贵的套票，乘船被驾驶员一通斥责，好好跟人家说，对方还是很冲。不让随意坐，理由是我们朋友体重重。按照驾驶员要求坐下了，结果不让朋友坐的位置，坐了更高大壮士的大哥，驾驶员倒不说啥了。还让我们坐就坐，不坐就下去。90一张的短短一截船票，风景就是土岸牙子，还得受气。转了一大圈找到游客中心投诉，态度可以，领导回复电话道歉也较快。一分给到这里。,2023-08-20,青海
M27****5834,1,不佳,景色很一般，管理混乱，工作人员态度差。导览路线不清楚，商业化严重。租鞋套人很多，大排队，鞋套颜色也很难看，跟啥衣服都不搭配的样子。买了最贵的套票，乘船被驾驶员一通斥责，好好跟人家说，对方还是很冲。不让随意坐，理由是我们朋友体重重。按照驾驶员要求坐下了，结果不让朋友坐的位置，坐了更高大壮士的大哥，驾驶员倒不说啥了。还让我们坐就坐，不坐就下去。90一张的短短一截船票，风景就是土岸牙子，还得受气。转了一大圈找到游客中心投诉，态度可以，领导回复电话道歉也较快。一分给到这里。,2023-08-20,青海
匿名用户,1,不佳,景色很一般，管理混乱，工作人员态度差。导览路线不清楚，商业化严重。租鞋套人很多，大排队，鞋套颜色也很难看，跟啥衣服都不搭配的样子。买了最贵的套票，乘船被驾驶员一通斥责，好好跟人家说，对方还是很冲。不让随意坐，理由是我们朋友体重重。按照驾驶员要求坐下了，结果不让朋友坐的位置，坐了更高大壮士的大哥，驾驶员倒不说啥了。还让我们坐就坐，不坐就下去。90一张的短短一截船票，风景就是土岸牙子，还得受气。转了一大圈找到游客中心投诉，态度可以，领导回复电话道歉也较快。一分给到这里。,2023-08-20,青海
匿名用户,1,不佳,主动评价很少，今天来写一下1、进景区发现性价比完全没有，根本没有游玩性，只是拍拍照；2、买的最贵的套票，包含小火车、游船、电瓶车等等，从进景区停车后就一头雾水，没有指引牌，从哪里进景区都要靠自己一点一点找，先进去个类似集散中心的地方发现根本就不是进景区的路，后来跟着其他旅游团走才找到路，进去以后更是，不知道哪里换鞋套，不知道哪里坐游船，都要一个一个问。3、租鞋套交押金位置更是，无人管理，一顿混乱，很多人乱插队，工作人员只知道收钱，收押金，对插队行为一点不管,2023-09-17,青海
M48****7679,2,一般,去错季节了，做好攻略再来要不啥也没有，八月再去一次看看,2023-09-08,黑龙江
匿名用户,2,一般,商业化，两步一小卡五步一大卡,2023-09-04,江苏
183****7333,1,不佳,垃圾景区，服务差得出奇。真不推荐青海旅游,2023-08-25,四川
320****951,1,不佳,差评，秩序混乱，态度恶劣,2023-08-24,新疆
M19****879,1,不佳,西北游最贵，最不满意的一个地,2023-08-21,甘肃
M33****250,1,不佳,过度宣传了，实际场景很一般，离开蓝天白云什么也不是！,2023-08-21,北京
M27****5834,1,不佳,景色很一般，管理混乱，工作人员态度差。导览路线不清楚，商业化严重。租鞋套人很多，大排队，鞋套颜色也很难看，跟啥衣服都不搭配的样子。买了最贵的套票，乘船被驾驶员一通斥责，好好跟人家说，对方还是很冲。不让随意坐，理由是我们朋友体重重。按照驾驶员要求坐下了，结果不让朋友坐的位置，坐了更高大壮士的大哥，驾驶员倒不说啥了。还让我们坐就坐，不坐就下去。90一张的短短一截船票，风景就是土岸牙子，还得受气。转了一大圈找到游客中心投诉，态度可以，领导回复电话道歉也较快。一分给到这里。,2023-08-20,青海
M27****5834,1,不佳,景色很一般，管理混乱，工作人员态度差。导览路线不清楚，商业化严重。租鞋套人很多，大排队，鞋套颜色也很难看，跟啥衣服都不搭配的样子。买了最贵的套票，乘船被驾驶员一通斥责，好好跟人家说，对方还是很冲。不让随意坐，理由是我们朋友体重重。按照驾驶员要求坐下了，结果不让朋友坐的位置，坐了更高大壮士的大哥，驾驶员倒不说啥了。还让我们坐就坐，不坐就下去。90一张的短短一截船票，风景就是土岸牙子，还得受气。转了一大圈找到游客中心投诉，态度可以，领导回复电话道歉也较快。一分给到这里。,2023-08-20,青海
匿名用户,1,不佳,景色很一般，管理混乱，工作人员态度差。导览路线不清楚，商业化严重。租鞋套人很多，大排队，鞋套颜色也很难看，跟啥衣服都不搭配的样子。买了最贵的套票，乘船被驾驶员一通斥责，好好跟人家说，对方还是很冲。不让随意坐，理由是我们朋友体重重。按照驾驶员要求坐下了，结果不让朋友坐的位置，坐了更高大壮士的大哥，驾驶员倒不说啥了。还让我们坐就坐，不坐就下去。90一张的短短一截船票，风景就是土岸牙子，还得受气。转了一大圈找到游客中心投诉，态度可以，领导回复电话道歉也较快。一分给到这里。,2023-08-20,青海
匿名用户,1,不佳,景色很一般，管理混乱，工作人员态度差。导览路线不清楚，商业化严重。租鞋套人很多，大排队，鞋套颜色也很难看，跟啥衣服都不搭配的样子。买了最贵的套票，乘船被驾驶员一通斥责，好好跟人家说，对方还是很冲。不让随意坐，理由是我们朋友体重重。按照驾驶员要求坐下了，结果不让朋友坐的位置，坐了更高大壮士的大哥，驾驶员倒不说啥了。还让我们坐就坐，不坐就下去。90一张的短短一截船票，风景就是土岸牙子，还得受气。转了一大圈找到游客中心投诉，态度可以，领导回复电话道歉也较快。一分给到这里。,2023-08-20,青海
隐姓源明,1,不佳,天气不好千万别来,2023-08-17,青海
匿名用户,1,不佳,下雨天人超级多，景区也没个措施，没个疏导员什么的，都挤着骂起来了，阴天下雨天都别去了，什么景色也拍不出来，就坐了两趟小火车，美景也看不成，还冷的很，,2023-08-16,青海
M27****9095,2,一般,踩坑，不会再来，也不会推荐朋友来。小火车把你带去就只能马上带你回来，售票还准备推荐坐游艇，真要坐了更后悔,2023-08-15,四川
D16****915,1,不佳,管理及其混乱！大巴排队，送过去半小时，排队入园一个小时，排小火车一个小时，排队取鞋套半个小时！此时已降温，太阳落山了，风大很冷，小火车直接送到最后一站，中间站也不停，最后一站人山人海！美景是没看到，基本都冻感冒了！全程浪费时间！鞋套下水还漏水，鞋子全湿了！急求站找不到一个工作人员，晚上七点多说全下班了，打电话投诉还不承认！还鞋套的地方一个工作人员也没有，押金也不知道在哪退！人多不是戒口，请跟七彩丹霞和莫高窟学习一下，人家是怎么管理的！,2023-08-15,江苏
M49****2001,1,不佳,游艇安排不合理,2023-08-14,青海
M23****2799,1,不佳,做198的套票，游艇安排不合理,2023-08-14,青海
300****018,1,不佳,景点不限流，只考虑多卖票。开车只能停在离景点较远的集散点，拥挤着再做他们的摆渡公交车，游客一进来就等于被圈进来了没小半天出不去。景区推荐买套票，小火车，租租鞋套人很多要排队一两个小时，如果你不坐小火车套票也不能退。就连茶卡镇也商业化严重，吃饭价格也比其它景点贵一倍！茶卡盐湖体验感极差，不推荐去！,2023-08-14,青海
M27****610,2,一般,整个大西北环线景点中体验感最差的一个。门票以外的往返小火车、电瓶车每个人要100多，价格贵就罢了，关键是管理极差极差，返程时候车的游客那么多却根本谈不上什么管理，放一大堆人到小火车沿线，上车全靠挤，老人孩子太惨了。套票里包含租鞋套的钱，但是管理也很混乱，手续繁琐，那天突然下雨很冷，有人不讲道理霸道插队言辞无理，工作人员也放任不管。,2023-08-13,广东
520311.,1,不佳,没什么值得来的，中途买了返程火车票，结果要等终点站的坐完再过来，等了很久很久结果来的都是坐满的，管理也不规范，不排队，胡乱放人，人，不知道怎么管理的，为什么中途就不能派空车过来，是中途上车的人不配吗，不都是一样的钱，还很大太阳，大无语,2023-08-13,青海
110****008,1,不佳,本次服务体验极差，想买小火车鞋套套票没有只能先买门票。后通过朋友订到其余平台套票，看着携程里面说没用到时自动可退也就没有第一时间退票，谁知道后面告知我不能退票，说我购买的票在进门时候携程门票和茶卡套票也核销了。我发送其余购套餐凭证还不不给退，也就是我去个茶卡买双倍门票。失望透顶。,2023-08-10,江西
匿名用户,1,不佳,这辈子都没见过这么烂的景区，再不会来了，有空还是好好看一下青海湖对了。别来这种破地方，浪费时间。风景风景不好看，人多也就罢了，还没有相应的承接能力。在青海其他景点玩的都很开心，唯独这个盐湖扫了所有的兴。要不是不能给半星评价，连一星评价都不想给,2023-08-10,青海
匿名用户,1,不佳,这辈子都没见过这么烂的景区，再不会来了，有空还是好好看一下青海湖对了。别来这种破地方，浪费时间。风景风景不好看，人多也就罢了，还没有相应的承接能力。在青海其他景点玩的都很开心，唯独这个盐湖扫了所有的兴。要不是不能给半星评价，连一星评价都不想给,2023-08-10,青海
匿名用户,1,不佳,这辈子都没见过这么烂的景区，再不会来了，有空还是好好看一下青海湖对了。别来这种破地方，浪费时间。风景风景不好看，人多也就罢了，还没有相应的承接能力。在青海其他景点玩的都很开心，唯独这个盐湖扫了所有的兴。要不是不能给半星评价，连一星评价都不想给,2023-08-10,青海
匿名用户,1,不佳,差差差，完全没必要去的地方！！！不是什么商业味，是管理太差了！！！,2023-08-10,广东
匿名用户,1,不佳,坐小火车排队两个小时，一直有人插队，景区工作人员管理不行,2023-08-10,青海
M57****7123,1,不佳,景区太商业了，从进景区到出景区4个小时，其中3个小时都是在排队,2023-08-09,青海
M13****681,1,不佳,坑 不会再来,2023-08-09,青海
M13****681,1,不佳,太坑了 不会再来,2023-08-09,青海
M52****5886,1,不佳,排队鞋差点踩丢了，大妈还往腿上坐，真行！,2023-08-09,甘肃
110****008,1,不佳,本次服务体验极差，想买小火车鞋套套票没有只能先买门票。后通过朋友订到其余平台套票，看着携程里面说没用到时自动可退也就没有第一时间退票，谁知道后面告知我不能退票，说我购买的票在进门时候携程门票和茶卡套票也核销了。我发送其余购套餐凭证还不不给退，也就是我去个茶卡买双倍门票。失望透顶。,2023-08-10,江西
匿名用户,1,不佳,这辈子都没见过这么烂的景区，再不会来了，有空还是好好看一下青海湖对了。别来这种破地方，浪费时间。风景风景不好看，人多也就罢了，还没有相应的承接能力。在青海其他景点玩的都很开心，唯独这个盐湖扫了所有的兴。要不是不能给半星评价，连一星评价都不想给,2023-08-10,青海
匿名用户,1,不佳,这辈子都没见过这么烂的景区，再不会来了，有空还是好好看一下青海湖对了。别来这种破地方，浪费时间。风景风景不好看，人多也就罢了，还没有相应的承接能力。在青海其他景点玩的都很开心，唯独这个盐湖扫了所有的兴。要不是不能给半星评价，连一星评价都不想给,2023-08-10,青海
匿名用户,1,不佳,这辈子都没见过这么烂的景区，再不会来了，有空还是好好看一下青海湖对了。别来这种破地方，浪费时间。风景风景不好看，人多也就罢了，还没有相应的承接能力。在青海其他景点玩的都很开心，唯独这个盐湖扫了所有的兴。要不是不能给半星评价，连一星评价都不想给,2023-08-10,青海
匿名用户,1,不佳,差差差，完全没必要去的地方！！！不是什么商业味，是管理太差了！！！,2023-08-10,广东
匿名用户,1,不佳,坐小火车排队两个小时，一直有人插队，景区工作人员管理不行,2023-08-10,青海
M57****7123,1,不佳,景区太商业了，从进景区到出景区4个小时，其中3个小时都是在排队,2023-08-09,青海
M13****681,1,不佳,坑 不会再来,2023-08-09,青海
M13****681,1,不佳,太坑了 不会再来,2023-08-09,青海
M52****5886,1,不佳,排队鞋差点踩丢了，大妈还往腿上坐，真行！,2023-08-09,甘肃
M52****5886,1,不佳,排队排俩小时，进去人挤人，不如走路,2023-08-09,甘肃
匿名用户,1,不佳,商业性太强，标识不明显，景色一般…阴天去了没有看点…租鞋套排队一两个小时…,2023-08-09,山西
